@relation 'all-weka.filters.unsupervised.attribute.Reorder-R1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,4-weka.filters.unsupervised.attribute.Reorder-R1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,15'

@attribute alejado numeric
@attribute battery_l numeric
@attribute battery_t numeric
@attribute bw numeric
@attribute devid {63958117e9438e16,2440f9791015c9aa,c8afba09e53d8531,90a72847e24050d1,22dee25d96b05f3e,68af49bcc059f325,8e16d706819d2e0c,7bf44203a040cdc1,acf1f4860469c6fd,94693d24cc813c3f,21499054c7994fc4,7b3d12955096c795,e2f3a59016564a22,da864a689e433b5e,751666ecdd98bfd3,c4a9b97bec0deec7,ffdd93d674719bbc,11d70c1436d1ce27,4261a8320ddd09d0,2e9b9b3b97476bf5,1d966fc8f0e98430,9f174fc0bd3480a6,d88a327ce250630,9c19bb5d04be923e,790c227141314780,bbe3002f6e378eed,e64bbee157aededc,4192432e1cf42d52,6e85b338913ae764,d554e3b29fe24a3b,c35c6393398f7068,4c3dfa2cea50e9bb,332d672c51091609,61d848e7503b5852,867fe59be043d779,a1f8f29e35209a42,4504da30b01769b7,7e4cfd066dafa944,9de8b4b98c575ea5,5a92d851bc704d,a6fb86ca165ca918,65e49509039eb913,247e4508ec4521f9,6c3fa7f635a073f5,7caeb732fb3ad6af,344404a75543aaf0,0264ea70c8976793,3c66f51dbc94d163,dcceb1b848daf324,6f2a6c95c065c7a3,f25d48f8931ef23f,c43e0a23ab297d87,bd016d8f3093b6a4,867287031950897,a32d3af596578938,81410329db99223d,2f41118c2aee66ae,a208a7c4a26d8df7,d71847dfd6b46fcd}
@attribute df_delay numeric
@attribute df_saltos numeric
@attribute ds numeric
@attribute dv_delay numeric
@attribute dv_saltos numeric
@attribute indice_en_prueba numeric
@attribute indice_intervalo numeric
@attribute mood numeric
@attribute ns numeric
@attribute prueba_nro numeric
@attribute ram numeric
@attribute sdk numeric
@attribute st numeric
@attribute t_cpu numeric
@attribute app_foreground {com.whatsapp,com.android.chrome,org.pol.jmgo.qoesurveyor,com.android.vending,com.twitter.android,com.netflix.mediaclient,android,com.sec.android.app.launcher,com.android.settings,com.google.android.youtube,com.android.launcher,com.itau.latam.py.tarjetas,com.internet.speed.meter.lite,com.facebook.lite,com.facebook.katana,com.android.vpndialogs,com.samsung.android.email.provider,com.zerodesktop.appdetox.qualitytime,com.juvomobileinc.tigoshop.py,com.android.systemui,org.telegram.plus,com.sec.android.app.sbrowser,com.spotify.music,com.facebook.moments,com.ACP.ClinicalGuidelines,py.com.abc.abctv,uk.co.bbc.mundo,org.khanacademy.android,com.adobe.psmobile,com.samsung.android.incallui,com.scdgroup.app.englishspeakvocal,com.google.android.googlequicksearchbox,com.google.android.apps.maps,jp.konami.duellinks,com.lge.launcher2,com.huawei.android.launcher,com.google.android.apps.docs,com.samsung.android.spay,com.adobe.reader,com.garmin.android.apps.connectmobile,com.android.incallui,com.sonyericsson.home,com.waze,com.musixmatch.android.lyrify,net.oneplus.launcher,com.google.android.gms,com.android.phone,com.jaraxa.todocoleccion,com.supercell.clashofclans,com.sonelli.juicessh,com.instagram.android,py.com.itau.tokpag,org.mozilla.firefox,com.android.launcher3,com.amazon.avod.thirdpartyclient}
@attribute mos {1,2,3,4,5}

@data
477119,56,30.375,106817.722031,61d848e7503b5852,64.166667,2,6,29.833333,9,4,3,?,4,2,498,24,2,39.25,com.google.android.apps.maps,5
587581,55,30.8,9070866.141732,61d848e7503b5852,54.25,2,6,21.25,9,5,4,?,4,2,391.333333,24,2,40,com.whatsapp,1
58596,55,31.133333,20453201.970443,61d848e7503b5852,67,2,6,30,9,1,5,?,4,1,484.333333,24,2,39,com.whatsapp,1
112197,55,31.2,9279461.279461,61d848e7503b5852,59.25,2,6,27,9,2,6,?,4,1,487,24,2,38.333333,com.google.android.youtube,3
167204,55,31.233333,4946236.55914,61d848e7503b5852,90.666667,2,6,31,9.333333,3,7,?,4,1,489,24,2.666667,39.666667,com.google.android.youtube,4
222803,55,31.35,65887.990416,61d848e7503b5852,93.75,2,6,25,9,4,8,?,4,1,441.75,24,2.5,41.25,com.android.settings,3
282695,55,31.5,41846.89669,61d848e7503b5852,92.666667,2,6,25.666667,9,5,9,?,4,1,378,24,2.333333,40,com.sec.android.app.launcher,2
346947,54,31.6,1857142.857143,61d848e7503b5852,132,2,6,31.333333,9,6,10,?,4,1,379,24,2,41,com.android.chrome,2
392202,54,31.6,930648.769575,61d848e7503b5852,64.5,2,6,28,9,7,11,?,4,1,401.333333,24,2,40,com.android.chrome,5
500982,54,31.75,13303.485769,61d848e7503b5852,93.666667,2,6,36.666667,9,8,12,?,4,1,400.25,24,2,39.25,com.whatsapp,5
614879,54,31.7,2144000,61d848e7503b5852,95.6,2,6,32.2,9,9,13,?,4,1,461,24,2,37.333333,com.whatsapp,4
57039,54,31.6,1873295.910184,61d848e7503b5852,69,2,6,29.5,9,1,14,?,4,3,490.666667,24,2,39,com.google.android.youtube,4
112600,54,31.6,7310.582373,61d848e7503b5852,54,2,6,34.666667,9,2,15,?,4,3,480,24,2,39,com.google.android.youtube,5
167642,53.333333,31.5,37033.919704,61d848e7503b5852,87.666667,2,6,25.666667,9,3,16,?,4,3,489.666667,24,2,38.333333,com.google.android.youtube,4
219142,53,31.466667,6287015.94533,61d848e7503b5852,57.666667,2,6,25.333333,9,4,17,?,4,3,485.666667,24,2,38,com.google.android.youtube,4
274685,53,31.3,274490.303332,61d848e7503b5852,108.666667,2,6,27.333333,9,5,18,?,4,3,466.666667,24,2,37.333333,com.google.android.youtube,4
330034,53,31.233333,997601.918465,61d848e7503b5852,125.75,2,6,23.5,9,6,19,?,4,3,460.666667,24,2.333333,37,com.google.android.youtube,3
384653,53,31.2,32319.352676,61d848e7503b5852,73,2,6,24,9,7,20,?,4,3,463.666667,24,2,38.666667,com.google.android.youtube,4
440207,53,31.066667,4617314.930991,61d848e7503b5852,61.75,2,6,24.75,9,8,21,?,4,3,462.333333,24,2,36.666667,com.google.android.youtube,3
496379,53,30.9,1059602.649007,61d848e7503b5852,60.666667,2,6,29.333333,9,9,22,?,4,3,462.333333,24,2,38.333333,com.google.android.youtube,3
551755,53,30.9,45359.486255,61d848e7503b5852,76.25,2,6,32,9,10,23,?,4,3,459.5,24,2,38.25,com.google.android.youtube,3
615505,53,30.9,16576576.576577,61d848e7503b5852,66.5,2,6,20.5,9,11,24,?,?,3,437,24,?,38.333333,com.google.android.youtube,2
61617,22,27.366667,9853.749055,867fe59be043d779,153,2,5,147,9,1,0,?,3.371429,1,177,21,?,48,com.adobe.reader,5
114962,21.333333,27.666667,86803149.606299,867fe59be043d779,316.333333,2,5,39,9,2,1,?,3.338462,1,182.666667,21,?,59.666667,com.adobe.reader,5
171380,21,28.1,12438.485129,867fe59be043d779,61,2,5,39.5,9,3,2,?,?,1,169.333333,21,?,53.333333,com.google.android.youtube,5
227914,20,28.3,0,867fe59be043d779,77,2,5,52,9,4,3,?,?,1,160.666667,21,?,51.333333,com.google.android.youtube,5
285893,19.666667,28.233333,0,867fe59be043d779,172.5,2,5,39.5,9,5,4,?,?,1,157.333333,21,?,57.666667,com.google.android.youtube,5
341634,18.666667,28.6,0,867fe59be043d779,101.5,2,5,46,9,6,5,?,?,1,126,21,?,63.666667,com.adobe.reader,3
399705,18,29,0,867fe59be043d779,96,2,5,39,9,7,6,?,?,1,136.333333,21,?,60,com.facebook.katana,5
458888,17.333333,29.6,0,867fe59be043d779,244,2,5,196.5,9,8,7,?,3.4,1,135.666667,21,?,58.666667,com.facebook.katana,5
508496,17,30,1398548.437993,867fe59be043d779,174.666667,2,5,127.333333,9,9,8,5,3.4,1,141.5,21,?,55,com.facebook.katana,5
557378,16,30.233333,42058.436963,867fe59be043d779,17.666667,1,5,12.666667,9,10,9,5,3.4,1,239.666667,21,?,48,com.adobe.reader,5
60145,57,31.7,69177.82159,a1f8f29e35209a42,97.666667,2,8,14.666667,9,1,0,3.666667,4,1,358.333333,24,4,31.083333,?,5
59314,41,32,1687763.71308,a1f8f29e35209a42,69,2,8,13,9,1,1,?,4,2,329,24,4,30,?,5
394395,39,38.133333,5528.277869,a1f8f29e35209a42,65,2,8,15.666667,9,2,2,?,4,2,351.333333,24,4,37.416667,?,5
453409,38.666667,38.766667,54960.478688,a1f8f29e35209a42,53.333333,2,8,19.333333,9,3,3,?,4,2,336,24,4,38.25,?,5
14822,82,27,33454545.454545,4504da30b01769b7,?,?,6,?,?,1,0,5,?,2,187,23,?,27,?,5
57801,82,27.5,1600000,4504da30b01769b7,130,2,6,34,9,2,1,5,?,2,182.5,23,?,27.25,?,3
116597,82,28,2450867.052023,4504da30b01769b7,110,2,6,44,9,3,2,5,?,2,169.5,23,?,27.708,?,5
128421,82,28,34074.707727,4504da30b01769b7,147.5,2,6,43.5,9,4,3,5,?,2,181,23,?,27.805333,?,5
185638,82,28,44878048.780488,4504da30b01769b7,169.666667,2,6,41,9,5,4,5,?,2,169,23,?,28,?,3
242078,82,29,1397962.334054,4504da30b01769b7,187,2,6,39,9,6,5,5,?,2,173.333333,23,?,28.5,?,2
299252,82,29,2521212.121212,4504da30b01769b7,214.5,2,6,31,9,7,6,5,?,2,171,23,?,29,?,4
359410,83,29.5,1618677.042802,4504da30b01769b7,120,2,6,24.5,9,8,7,5,?,2,171.5,23,?,29.25,?,5
419376,83,29,1044465.468307,4504da30b01769b7,250,2,6,31.5,9,9,8,5,?,2,176.5,23,?,29.375,?,4
478398,83,30.333333,1089648.340763,4504da30b01769b7,105.5,2,6,33.5,9,10,9,5,?,2,201.666667,23,?,29.75,?,4
536245,83,30.25,0,4504da30b01769b7,123,2,6,28,9,11,10,5,?,2,196,23,?,30,?,3
12719,83,31,0,4504da30b01769b7,144.333333,2,6,58.666667,9,1,11,5,?,1,188.666667,23,?,30.5,?,4
60000,83,31.666667,5073170.731707,4504da30b01769b7,359,2,6,64,9,2,12,5,?,1,176,23,?,31.083333,?,4
113620,75,28.4,21724137.931034,7e4cfd066dafa944,118.666667,2,6,58,8,1,0,3,4,1,534,24,3,41.666667,?,5
177559,74.666667,29,1724310.776942,7e4cfd066dafa944,135,2,6,55.5,8,2,1,3,4,1,579.666667,24,3,38,?,5
230260,73,29.133333,3246171.96702,7e4cfd066dafa944,74.666667,2,6,69.333333,8,1,2,3,4,2,748,24,3,38.666667,?,4
97539,100,32.766667,26873.487131,9de8b4b98c575ea5,125.333333,2,7,44,9,1,0,4,4,1,764.333333,24,4,32.766667,com.android.vending,5
136975,100,32.833333,12405797.101449,9de8b4b98c575ea5,141.666667,2,7,40,9,2,1,4,4,1,735,24,4,32.833333,org.pol.jmgo.qoesurveyor,5
196360,100,34,38466898.954704,9de8b4b98c575ea5,148,2,7,39,9,3,2,4,4,1,607,24,4,34,org.pol.jmgo.qoesurveyor,3
238085,100,34.15,16768.864973,9de8b4b98c575ea5,109.5,2,7,40,9,4,3,4,4,1,627.5,24,4,34.15,org.pol.jmgo.qoesurveyor,2
284450,100,34.05,1558.730322,9de8b4b98c575ea5,110.333333,2,7,36.666667,9,5,4,4,4,1,620.5,24,4,34.05,com.garmin.android.apps.connectmobile,3
398290,100,34.025,483.055325,9de8b4b98c575ea5,101,2,7,41.75,9,6,5,4,4,1,673.25,24,4,34.025,com.whatsapp,3
429738,100,34.05,822.795053,9de8b4b98c575ea5,155.25,2,7,43.25,9,7,6,4,4,1,693,24,4,34.05,com.lge.launcher2,3
614061,100,33.65,13006.367701,9de8b4b98c575ea5,90.25,2,7,44.5,9.25,8,7,4,3.4,1,635.5,24,4,33.65,com.android.incallui,4
84240,100,31.133333,1899543.378995,9de8b4b98c575ea5,112.5,2,7,54.25,8,1,8,4,4,3,814.666667,24,4,31.133333,com.lge.launcher2,4
131531,100,31.533333,10646094.503375,9de8b4b98c575ea5,85.75,2,7,47.5,8,2,9,4,4,3,686.666667,24,4,31.533333,com.lge.launcher2,4
244926,100,32.066667,329635.499208,9de8b4b98c575ea5,118.5,2,7,54.5,8,3,10,4,4,3,622.333333,24,4,32.066667,com.facebook.katana,4
411902,100,32.066667,182511.780986,9de8b4b98c575ea5,75.5,2,7,46.25,8,4,11,4,4,3,606.333333,24,4,32.066667,com.lge.launcher2,3
466718,100,32.4,0,9de8b4b98c575ea5,86.333333,2,7,52,8.333333,5,12,4,4,3,577.333333,24,4,32.4,com.lge.launcher2,3
76190,100,20.233333,28559.074042,9de8b4b98c575ea5,124,2,7,47.5,9,1,13,4,4,2,805,24,2,20.233333,com.lge.launcher2,3
119780,100,20.366667,4374622.356495,9de8b4b98c575ea5,165,2,7,39.5,9,2,14,4,4,2,806.333333,24,2,20.366667,com.lge.launcher2,3
192367,100,20.8,12199.41349,9de8b4b98c575ea5,100.333333,2,7,41.333333,9,3,15,4,4,2,744.75,24,2,20.8,org.pol.jmgo.qoesurveyor,3
231722,100,20.85,2395.81497,9de8b4b98c575ea5,84.75,2,7,43,9,4,16,4,4,2,715.25,24,2.25,20.85,com.lge.launcher2,3
287272,100,21.6,10151142.355009,9de8b4b98c575ea5,94.333333,2,7,39.333333,9,5,17,4,4,2,593.333333,24,2,21.6,com.lge.launcher2,3
342012,100,22.3,103501.04684,9de8b4b98c575ea5,98.5,2,7,49.5,9,6,18,4,4,2,640.333333,24,2,22.3,com.lge.launcher2,3
405148,100,22.733333,3700570.661296,9de8b4b98c575ea5,116.5,2,7,47.5,9,7,19,4,3.7,2,822,24,3,22.733333,com.lge.launcher2,5
454095,100,22.8,37654.883871,9de8b4b98c575ea5,140.5,2,7,61,9,8,20,4,3.4,2,906,24,4,22.8,com.android.vending,3
509580,100,22.8,1300.312888,9de8b4b98c575ea5,81.5,2,7,39.5,9,9,21,4,3.4,2,947.333333,24,4,22.8,com.lge.launcher2,3
563046,100,23.066667,3858592.929646,9de8b4b98c575ea5,698.666667,2,7,75,9,10,22,4,3.4,2,855.333333,24,4,23.066667,com.lge.launcher2,4
619949,100,23.7,1849710.982659,9de8b4b98c575ea5,124.5,2,7,51.5,9,11,23,4,3.4,2,719,24,4,23.7,com.twitter.android,2
60440,59.666667,38.766667,669856.45933,5a92d851bc704d,292.666667,2,6,221.666667,8,1,0,4.5,3.352941,1,429.666667,22,4,56.333333,com.android.settings,5
119456,59,39.233333,6509433.962264,5a92d851bc704d,158.5,2,6,54.5,8,2,1,4.5,3.4,1,387.333333,22,4,61,org.pol.jmgo.qoesurveyor,5
173038,58,39.725,6102819.237148,5a92d851bc704d,219.5,2,6,45.75,8,3,2,4.5,3.4,1,379.25,22,4,64,com.android.chrome,5
232224,57.333333,40.433333,70769230.769231,5a92d851bc704d,119.5,2,6,51.5,8,4,3,4.5,3.4,1,336.333333,22,4,66.666667,com.android.chrome,5
399979,57,39,2711864.40678,5a92d851bc704d,147,2.25,6,35.75,8,5,4,4.5,3.4,1,359.333333,22,2.666667,55.333333,com.sonyericsson.home,5
633437,55,35.366667,7139.285302,5a92d851bc704d,1160.666667,6.333333,6,568.333333,10,6,5,4.5,?,1,342,22,?,46.666667,com.whatsapp,5
?,?,?,3681415.929204,5a92d851bc704d,?,?,6,?,?,?,6,5,?,?,?,22,?,?,?,5
60000,?,?,0,5a92d851bc704d,?,?,6,?,?,1,7,?,?,2,?,22,?,?,?,5
61069,?,?,0,5a92d851bc704d,?,?,6,?,?,2,8,?,?,2,?,22,?,?,?,5
61853,?,?,0,5a92d851bc704d,?,?,6,?,?,3,9,?,?,2,?,22,?,?,?,5
62307,?,?,0,5a92d851bc704d,?,?,6,?,?,4,10,?,?,2,?,22,?,?,?,5
62492,?,?,0,5a92d851bc704d,?,?,6,?,?,5,11,?,?,2,?,22,?,?,?,5
62814,?,?,0,5a92d851bc704d,?,?,6,?,?,6,12,?,?,2,?,22,?,?,?,5
64828,?,?,41297.515181,a6fb86ca165ca918,74.5,1,7,70,17,1,0,4,4,1,624.333333,25,2,0.478333,org.pol.jmgo.qoesurveyor,3
80723,?,?,3011764.705882,a6fb86ca165ca918,79.333333,1,7,74.333333,17,2,1,4,4,1,637.666667,25,2,0.478667,org.pol.jmgo.qoesurveyor,1
163874,?,?,41190.330744,a6fb86ca165ca918,57.333333,1,7,72.666667,17,3,2,4,4,1,619.333333,25,2,0.473333,com.facebook.katana,5
168073,?,?,41190.330744,a6fb86ca165ca918,57.333333,1,7,72.666667,17,4,3,4,4,1,619.333333,25,2,0.473333,com.facebook.katana,1
179322,?,?,41190.330744,a6fb86ca165ca918,57.333333,1,7,72.666667,17,5,4,4,4,1,619.333333,25,2,0.473333,com.facebook.katana,4
197775,?,?,17903797.468354,a6fb86ca165ca918,58,1,7,76.333333,17,6,5,4,4,1,618.666667,25,?,0.48,org.pol.jmgo.qoesurveyor,5
226238,?,?,2469344.608879,a6fb86ca165ca918,56.333333,1,7,73.666667,17,7,6,4,?,1,604.333333,25,?,0.497667,com.facebook.katana,5
285648,?,?,1091863.51706,a6fb86ca165ca918,51.666667,1,7,72.333333,17,8,7,4,?,1,603.666667,25,?,0.503333,org.pol.jmgo.qoesurveyor,5
307710,?,?,315294.117647,a6fb86ca165ca918,45.666667,1,7,70.666667,17,9,8,4,4,1,613,25,2,0.497667,org.pol.jmgo.qoesurveyor,2
326833,?,?,0,a6fb86ca165ca918,46.5,1,7,74,17,10,9,4,4,1,623.666667,25,2.5,0.493667,com.facebook.katana,1
343654,?,?,0,a6fb86ca165ca918,46,1,7,72,17,11,10,4,4,1,642.333333,25,2.333333,0.487667,com.sonyericsson.home,1
401039,?,?,2868965.517241,a6fb86ca165ca918,55.5,1,7,75,17,12,11,4,4,1,630,25,2.5,0.481,org.pol.jmgo.qoesurveyor,1
457671,?,?,1112006.446414,a6fb86ca165ca918,229.333333,1,7,94,17,13,12,4,4,1,608,25,?,0.508,org.pol.jmgo.qoesurveyor,4
514096,?,?,0,a6fb86ca165ca918,325,1,7,70,17,14,13,4,?,1,609.5,25,?,0.5325,org.pol.jmgo.qoesurveyor,3
606009,?,?,0,a6fb86ca165ca918,94.5,1,7,95,17,15,14,4,?,1,617,25,?,0.531,org.pol.jmgo.qoesurveyor,3
60000,?,?,0,65e49509039eb913,?,?,7,?,?,1,0,4,?,1,?,24,?,?,?,2
62147,?,?,0,65e49509039eb913,?,?,7,?,?,2,1,4,?,1,?,24,?,?,?,3
388077,?,?,31318181.818182,65e49509039eb913,?,?,7,?,?,3,2,4,?,1,?,24,?,?,?,4
526410,?,?,11506.730352,65e49509039eb913,?,?,7,?,?,4,3,4,?,1,?,24,?,?,?,3
663889,?,?,3778.765354,65e49509039eb913,?,?,7,?,?,5,4,4,?,1,?,24,?,?,?,2
?,?,?,8492.071807,65e49509039eb913,?,?,7,?,?,?,5,?,?,?,?,24,?,?,?,2
120128,?,?,388520.971302,247e4508ec4521f9,?,?,9,?,?,1,0,?,?,1,?,26,?,?,?,5
122211,?,?,388520.971302,247e4508ec4521f9,?,?,9,?,?,2,1,?,?,1,?,26,?,?,?,4
123668,?,?,388520.971302,247e4508ec4521f9,?,?,9,?,?,3,2,?,?,1,?,26,?,?,?,5
125776,?,?,388520.971302,247e4508ec4521f9,?,?,9,?,?,4,3,?,?,1,?,26,?,?,?,3
126260,?,?,388520.971302,247e4508ec4521f9,?,?,9,?,?,5,4,?,?,1,?,26,?,?,?,5
3212,?,?,7698.372212,247e4508ec4521f9,?,?,9,?,?,1,5,?,4,5,?,26,?,?,?,5
84439,54,34.3,106218.189865,247e4508ec4521f9,?,?,9,?,?,1,6,4,3.4,4,2464,26,4,34.3,org.pol.jmgo.qoesurveyor,4
121510,54,34.9,2259516.987311,247e4508ec4521f9,43,1,9,16,9,2,7,4,3.4,4,2539,26,4,34.9,com.waze,5
144534,53.333333,35.033333,33577.403457,247e4508ec4521f9,43,1,9,16,9,3,8,4,3.4,4,2533.666667,26,4,35.033333,com.waze,4
165577,53,35.25,1491039.426523,247e4508ec4521f9,43,1,9,16,9,4,9,4,3.4,4,2508.5,26,4,35.25,com.waze,5
197723,53,35.617647,337557.293071,247e4508ec4521f9,145.8,1.4,9,432,9,5,10,4,3.4,4,2469.176471,26,3.25,35.617647,com.spotify.music,5
240257,53,35.86,599375.650364,247e4508ec4521f9,15,1,9,121.428571,9,6,11,4,3.4,4,2436.4,26,1.5,35.86,com.musixmatch.android.lyrify,5
281614,53,35.8,26434.474492,247e4508ec4521f9,13.384615,1,9,37,9,7,12,4,3.4,4,2430,26,3,35.8,com.musixmatch.android.lyrify,5
321130,53,35.6,58189.048132,247e4508ec4521f9,14.046512,1,9,43.744186,9,8,13,4,3,4,2431,26,3,35.6,com.musixmatch.android.lyrify,5
361145,53,35.6,11893.129886,247e4508ec4521f9,22.914894,1,9,24.333333,9,9,14,4,3,4,2455,26,4,35.6,com.musixmatch.android.lyrify,5
404082,52,35.4,1686274.509804,247e4508ec4521f9,21.075472,1,9,17,9,10,15,4,3,4,2426,26,4,35.4,com.musixmatch.android.lyrify,5
410959,52,35.4,25554.241596,247e4508ec4521f9,14,1,9,17,9,11,16,4,3,4,2426,26,4,35.4,com.musixmatch.android.lyrify,5
29667,80,30.144,396234.138354,247e4508ec4521f9,40,1,9,66,17,1,17,4,4,6,1140.76,26,2,30.144,org.pol.jmgo.qoesurveyor,4
33378,80,30.144,396234.138354,247e4508ec4521f9,40,1,9,66,17,2,18,4,4,6,1140.76,26,2,30.144,org.pol.jmgo.qoesurveyor,3
57910,79,31.9,197595.546616,247e4508ec4521f9,45.632653,1,9,66.416667,17,1,19,4,4,3,1152.96,26,2.333333,31.9,net.oneplus.launcher,4
113655,79,31.74,2666.666667,247e4508ec4521f9,43.813953,1,9,67.534884,17,2,20,4,4,3,1104.76,26,2,31.74,net.oneplus.launcher,4
147844,79,31.676,334770.725782,247e4508ec4521f9,49.166667,1,9,72.677966,17,3,21,4,4,3,1110.6,26,2,31.676,net.oneplus.launcher,4
15467,?,?,25833.241552,247e4508ec4521f9,?,?,9,?,?,1,22,?,?,2,?,26,?,?,?,4
84609,29.5,26.45,6304789.550073,6c3fa7f635a073f5,13,1,9,6.5,10,1,0,3,4,1,3623,27,?,26.45,org.pol.jmgo.qoesurveyor,3
60000,?,?,0,6c3fa7f635a073f5,?,?,9,?,?,1,1,3.166667,?,2,?,27,?,?,?,3
60594,?,?,0,6c3fa7f635a073f5,?,?,9,?,?,2,2,3.166667,?,2,?,27,?,?,?,4
61000,?,?,0,6c3fa7f635a073f5,?,?,9,?,?,3,3,3.166667,?,2,?,27,?,?,?,5
714761,?,?,0,6c3fa7f635a073f5,?,?,9,?,?,4,4,3,4,2,?,27,3,?,?,4
92460,87,22.066667,17912.709105,7caeb732fb3ad6af,78.666667,1,5,72,17,1,0,?,4,2,673,23,?,31.266667,com.google.android.gms,5
140359,87,22.066667,14830.566233,7caeb732fb3ad6af,81.666667,1,5,69,17,2,1,?,4,2,707.666667,23,?,29.866667,org.pol.jmgo.qoesurveyor,5
193787,87,22.133333,654888.103651,7caeb732fb3ad6af,84.333333,1,5,92.666667,17,3,2,?,4,2,703.666667,23,?,29.733333,org.pol.jmgo.qoesurveyor,4
248059,87,22.433333,1625.662966,7caeb732fb3ad6af,96.333333,1,5,86,17,4,3,?,4,2,688.333333,23,?,29.733333,org.pol.jmgo.qoesurveyor,5
303965,86,22.5,906.903161,7caeb732fb3ad6af,78,1,5,96,17,5,4,?,4,2,680,23,?,30.033333,org.pol.jmgo.qoesurveyor,5
358995,86,22.5,4373333.333333,7caeb732fb3ad6af,80.5,1,5,68.5,17,6,5,?,4,2,676,23,?,32.75,org.pol.jmgo.qoesurveyor,3
468745,86,22.766667,4133.652551,7caeb732fb3ad6af,89,1,5,98.666667,17,7,6,?,4,2,668.666667,23,?,32.7,org.pol.jmgo.qoesurveyor,5
470783,86,22.766667,6498.550278,7caeb732fb3ad6af,89,1,5,98.666667,17,8,7,?,4,2,668.666667,23,?,32.7,org.pol.jmgo.qoesurveyor,5
524715,85.333333,22.933333,8107.49419,7caeb732fb3ad6af,67,1,5,77.333333,17,9,8,?,4,2,609.666667,23,?,39.7,org.pol.jmgo.qoesurveyor,4
578799,85,23.233333,747059.856065,7caeb732fb3ad6af,88.333333,1,5,80,17,10,9,?,4,2,577.333333,23,?,37.333333,com.sec.android.app.launcher,5
126297,84,24.133333,1609.601894,7caeb732fb3ad6af,84.333333,1,5,72.333333,17,1,10,5,4,1,477.333333,23,?,35.066667,org.pol.jmgo.qoesurveyor,4
287071,83,24.566667,2611111.111111,7caeb732fb3ad6af,107.333333,1,5,78.666667,17,2,11,5,4,1,453.333333,23,?,35.3,com.google.android.googlequicksearchbox,4
300913,83,24.6,17841.965336,7caeb732fb3ad6af,88.333333,1,5,77.333333,17,3,12,5,4,1,458.333333,23,?,35.166667,com.google.android.googlequicksearchbox,4
356232,82.333333,24.6,90159.644072,7caeb732fb3ad6af,82.333333,1,5,73,17,4,13,5,4,1,416.666667,23,?,43.533333,org.pol.jmgo.qoesurveyor,4
412462,82,24.6,284265.005021,7caeb732fb3ad6af,92.666667,1,5,77.666667,17,5,14,5,4,1,411.333333,23,?,37.533333,com.android.chrome,4
467351,82,24.8,14422.788965,7caeb732fb3ad6af,98.333333,1,5,75,17,6,15,5,4,1,460,23,?,36.9,com.android.chrome,4
523136,81,25,1468164.794007,7caeb732fb3ad6af,100,1,5,76,17,7,16,5,4,1,449.333333,23,?,34.9,org.pol.jmgo.qoesurveyor,4
577889,81,25.066667,1781818.181818,7caeb732fb3ad6af,106,1,5,78,17,8,17,5,4,1,436.666667,23,?,35.133333,com.google.android.googlequicksearchbox,4
59327,28.333333,31.1,11493.977635,7caeb732fb3ad6af,143.666667,1,5,97.333333,17,1,18,?,4,3,427.666667,23,?,44.466667,com.sec.android.app.launcher,5
112684,28,31.666667,3706792.199059,7caeb732fb3ad6af,85.666667,1,5,69,17,2,19,?,4,3,383.666667,23,?,45.433333,com.sec.android.app.launcher,5
223334,27.666667,32.066667,11459459.459459,7caeb732fb3ad6af,114.666667,1,5,78,17,3,20,?,4,3,381.333333,23,?,50.033333,com.google.android.youtube,5
278506,27,32.366667,5392.328198,7caeb732fb3ad6af,69.333333,1,5,72,17,4,21,?,4,3,385.333333,23,?,48.466667,com.google.android.youtube,5
334109,27,32.666667,24422442.244224,7caeb732fb3ad6af,78,1,5,128,17,5,22,?,4,3,382,23,?,44.166667,com.google.android.youtube,5
389214,26.666667,32.9,4066756.878665,7caeb732fb3ad6af,88.333333,1,5,72.666667,17,6,23,?,4,3,379,23,?,44.7,com.google.android.youtube,5
444746,26,33.033333,226242.868786,7caeb732fb3ad6af,81.333333,1,5,73,17,7,24,?,4,3,382,23,?,46.266667,com.google.android.youtube,5
499965,26,33.266667,27152709.359606,7caeb732fb3ad6af,75,1,5,73.333333,17,8,25,?,4,3,385,23,?,48.3,com.google.android.youtube,5
555598,26,33.466667,14486.145258,7caeb732fb3ad6af,88,1,5,71.333333,17,9,26,?,4,3,384,23,?,45.4,com.google.android.youtube,5
611974,25,33.566667,45120.413877,7caeb732fb3ad6af,83,1,5,68.333333,17,10,27,?,?,3,386.666667,23,?,46.366667,com.google.android.youtube,5
60000,41.666667,39,18415.188848,344404a75543aaf0,130.333333,1,?,150,17,1,0,4,3.4,2,946.666667,?,?,59.666667,com.google.android.youtube,5
118744,41,39.333333,4735395.189003,344404a75543aaf0,319.333333,1,?,89,17,2,1,4,3.2,2,883,?,?,58,com.google.android.youtube,5
174424,40,39.066667,326556.611285,344404a75543aaf0,284.333333,1,?,187.666667,17,3,2,4,3,2,848,?,?,56,com.google.android.youtube,5
